id,company,product,section,query,intent,expected_feedback,feedback,weak_spot_type
129,Bravira Therapeutics,,Show sample questions and answers for {company}.,Show sample questions and answers for Bravira Therapeutics.,document_retrieval,neutral,👍,none
543,Bravira Therapeutics,,meta_pattern,How should a rep respond if a doctor asks for comparison with competitors?,analyzer_training,neutral,👍,analysis_signal
240,Celestia Biologics,,Which negative signals should trigger thumbs down for {company}?,Which negative signals should trigger thumbs down for Celestia Biologics?,document_retrieval,neutral,👍,none
446,Epsilon Care,,Give AI Q&A examples for MR support in {company}.,Give AI Q&A examples for MR support in Epsilon Care.,document_retrieval,neutral,👎,none
196,Bravira Therapeutics,BreatheCalm Duo,evidence_story,What should be included in the scientific story for BreatheCalm Duo?,field_support,positive,👍,evidence_missing_or_overstated
198,Bravira Therapeutics,BreatheCalm Duo,comparison_language,What comparison language is allowed for BreatheCalm Duo?,field_support,positive,👍,unsafe_comparison
570,Deltava LifeSciences,,meta_pattern,What is the best retrieval target for thumbs-down analysis?,analyzer_training,neutral,👍,analysis_signal
306,Celestia Biologics,UltraProbiotic,comparison_language,What wording should be used versus competitors for UltraProbiotic?,field_support,positive,👍,unsafe_comparison
217,Celestia Biologics,,What are the key products under {company}?,What are the key products under Celestia Biologics?,document_retrieval,neutral,👍,none
554,Celestia Biologics,,meta_pattern,What answer should be flagged if it invents trial data for Celestia Biologics?,analyzer_training,negative,👎,analysis_signal
406,Deltava LifeSciences,MyoRelax,evidence_story,What evidence should support MyoRelax?,field_support,positive,👍,evidence_missing_or_overstated
530,Epsilon Care,SkinCalm,negative_spots,What kind of answer should be flagged as negative for SkinCalm?,field_support,negative,👎,failure_mode
322,Deltava LifeSciences,,Show the product list for {company}.,Show the product list for Deltava LifeSciences.,document_retrieval,neutral,👍,none
79,Asteron Pharma,GlucoSure XR,negative_spots,What are the likely weak spots for Asteron Pharma content?,field_support,negative,👎,failure_mode
57,Asteron Pharma,GlucoSure XR,doctor_pitch,Give the doctor-facing pitch for GlucoSure XR.,field_support,positive,👍,pitch_clarity
441,Epsilon Care,,What is the approval checklist before field deployment?,What is the approval checklist before field deployment?,document_retrieval,neutral,👍,none
25,Asteron Pharma,,How should the assistant answer common MR questions in {company}?,How should the assistant answer common MR questions in Asteron Pharma?,document_retrieval,neutral,👎,none
387,Deltava LifeSciences,JointEase Plus,comparison_language,What wording should be used versus competitors for JointEase Plus?,field_support,positive,👍,unsafe_comparison
533,Asteron Pharma,,meta_pattern,How should a rep respond if a doctor asks for comparison with competitors?,analyzer_training,neutral,👍,analysis_signal
253,Celestia Biologics,GastaZen,evidence_story,Summarize the evidence-based narrative for GastaZen.,field_support,positive,👍,evidence_missing_or_overstated
261,Celestia Biologics,GastaZen,safety,List the safety restrictions for GastaZen.,field_support,positive,👍,safety_gap
71,Asteron Pharma,GlucoSure XR,comparison_language,How should GlucoSure XR be positioned against competitor options?,field_support,positive,👍,unsafe_comparison
506,Epsilon Care,SkinCalm,doctor_pitch,Give the doctor-facing pitch for SkinCalm.,field_support,positive,👍,pitch_clarity
186,Bravira Therapeutics,AllerNase,negative_spots,Where can the answer become non-compliant for AllerNase?,field_support,negative,👎,failure_mode
205,Bravira Therapeutics,BreatheCalm Duo,safety,List the safety restrictions for BreatheCalm Duo.,field_support,positive,👍,safety_gap
299,Celestia Biologics,UltraProbiotic,evidence_story,What is the evidence-led story for UltraProbiotic?,field_support,positive,👍,evidence_missing_or_overstated
562,Deltava LifeSciences,,meta_pattern,What language should the AI avoid for Deltava LifeSciences?,analyzer_training,negative,👎,policy_violation
220,Celestia Biologics,,How are the products in {company} compared?,How are the products in Celestia Biologics compared?,document_retrieval,neutral,👎,none
300,Celestia Biologics,UltraProbiotic,evidence_story,What evidence should support UltraProbiotic?,field_support,positive,👎,evidence_missing_or_overstated
383,Deltava LifeSciences,JointEase Plus,evidence_story,What should be included in the scientific story for JointEase Plus?,field_support,positive,👍,evidence_missing_or_overstated
135,Bravira Therapeutics,,How should feedback be captured for {company} documents?,How should feedback be captured for Bravira Therapeutics documents?,document_retrieval,neutral,👍,none
276,Celestia Biologics,HeliClear Kit,evidence_story,How should the assistant explain the evidence for HeliClear Kit?,field_support,positive,👍,evidence_missing_or_overstated
288,Celestia Biologics,HeliClear Kit,safety,What are the key safety warnings for HeliClear Kit?,field_support,positive,👍,safety_gap
382,Deltava LifeSciences,JointEase Plus,evidence_story,How should the assistant explain the evidence for JointEase Plus?,field_support,positive,👎,evidence_missing_or_overstated
127,Bravira Therapeutics,,What is the deployment sign-off checklist?,What is the deployment sign-off checklist?,document_retrieval,neutral,👎,none
534,Asteron Pharma,,meta_pattern,What answer should be flagged if it invents trial data for Asteron Pharma?,analyzer_training,negative,👎,analysis_signal
136,Bravira Therapeutics,,What are the positive and negative retrieval signals?,What are the positive and negative retrieval signals?,document_retrieval,neutral,👎,none
565,Deltava LifeSciences,,meta_pattern,Which part of the document helps the model learn negative feedback signals?,analyzer_training,neutral,👎,analysis_signal
235,Celestia Biologics,,Show sample questions and answers for {company}.,Show sample questions and answers for Celestia Biologics.,document_retrieval,neutral,👍,none
330,Deltava LifeSciences,,What is the executive strategy for product positioning in {company}?,What is the executive strategy for product positioning in Deltava LifeSciences?,document_retrieval,neutral,👍,none
469,Epsilon Care,AntiBac-CL,comparison_language,Give approved comparison language for AntiBac-CL.,field_support,positive,👎,unsafe_comparison
453,Epsilon Care,,How should feedback be captured for {company} documents?,How should feedback be captured for Epsilon Care documents?,document_retrieval,neutral,👎,none
203,Bravira Therapeutics,BreatheCalm Duo,safety,What are the safety guardrails for BreatheCalm Duo?,field_support,positive,👍,safety_gap
256,Celestia Biologics,GastaZen,comparison_language,What wording should be used versus competitors for GastaZen?,field_support,positive,👍,unsafe_comparison
336,Deltava LifeSciences,,What checks are required before deploying this content?,What checks are required before deploying this content?,document_retrieval,neutral,👍,none
491,Epsilon Care,DermaShield,comparison_language,What comparison language is allowed for DermaShield?,field_support,positive,👍,unsafe_comparison
495,Epsilon Care,DermaShield,comparison_language,How should DermaShield be positioned against competitor options?,field_support,positive,👍,unsafe_comparison
545,Bravira Therapeutics,,meta_pattern,Which part of the document helps the model learn negative feedback signals?,analyzer_training,neutral,👍,analysis_signal
449,Epsilon Care,,How should the assistant answer common MR questions in {company}?,How should the assistant answer common MR questions in Epsilon Care?,document_retrieval,neutral,👎,none
291,Celestia Biologics,HeliClear Kit,negative_spots,What are the likely weak spots for Celestia Biologics content?,field_support,negative,👎,failure_mode
483,Epsilon Care,DermaShield,doctor_pitch,What is the doctor-facing message for DermaShield?,field_support,positive,👍,pitch_clarity
468,Epsilon Care,AntiBac-CL,comparison_language,What wording should be used versus competitors for AntiBac-CL?,field_support,positive,👎,unsafe_comparison
109,Bravira Therapeutics,,Which brands does {company} mention?,Which brands does Bravira Therapeutics mention?,document_retrieval,neutral,👎,none
34,Asteron Pharma,CardiVex 10,doctor_pitch,What is the doctor-facing message for CardiVex 10?,field_support,positive,👎,pitch_clarity
138,Bravira Therapeutics,RespiraX HFA,doctor_pitch,Give the doctor-facing pitch for RespiraX HFA.,field_support,positive,👎,pitch_clarity
206,Bravira Therapeutics,BreatheCalm Duo,safety,What must be avoided when discussing BreatheCalm Duo?,field_support,positive,👍,safety_gap
162,Bravira Therapeutics,RespiraX HFA,negative_spots,What kind of answer should be flagged as negative for RespiraX HFA?,field_support,negative,👎,failure_mode
413,Deltava LifeSciences,MyoRelax,comparison_language,Give approved comparison language for MyoRelax.,field_support,positive,👎,unsafe_comparison
17,Asteron Pharma,,What is the approval checklist before field deployment?,What is the approval checklist before field deployment?,document_retrieval,neutral,👎,none
421,Deltava LifeSciences,MyoRelax,negative_spots,Which parts of the document would lead to negative feedback if misused?,field_support,negative,👎,failure_mode
118,Bravira Therapeutics,,What is the executive strategy for product positioning in {company}?,What is the executive strategy for product positioning in Bravira Therapeutics?,document_retrieval,neutral,👎,none
29,Asteron Pharma,,How should feedback be captured for {company} documents?,How should feedback be captured for Asteron Pharma documents?,document_retrieval,neutral,👍,none
398,Deltava LifeSciences,JointEase Plus,negative_spots,Where can the answer become non-compliant for JointEase Plus?,field_support,negative,👎,failure_mode
394,Deltava LifeSciences,JointEase Plus,safety,What are the key safety warnings for JointEase Plus?,field_support,positive,👍,safety_gap
432,Epsilon Care,,How are the products in {company} compared?,How are the products in Epsilon Care compared?,document_retrieval,neutral,👎,none
523,Epsilon Care,SkinCalm,safety,List the safety restrictions for SkinCalm.,field_support,positive,👍,safety_gap
351,Deltava LifeSciences,Neurova SR,doctor_pitch,How should a field medical rep pitch Neurova SR to doctors?,field_support,positive,👍,pitch_clarity
113,Bravira Therapeutics,,Summarize the products of {company}.,Summarize the products of Bravira Therapeutics.,document_retrieval,neutral,👍,none
286,Celestia Biologics,HeliClear Kit,safety,List the safety restrictions for HeliClear Kit.,field_support,positive,👍,safety_gap
544,Bravira Therapeutics,,meta_pattern,What answer should be flagged if it invents trial data for Bravira Therapeutics?,analyzer_training,negative,👎,analysis_signal
328,Deltava LifeSciences,,How does {company} position its products against competitors?,How does Deltava LifeSciences position its products against competitors?,document_retrieval,neutral,👍,none
514,Epsilon Care,SkinCalm,evidence_story,What should be included in the scientific story for SkinCalm?,field_support,positive,👍,evidence_missing_or_overstated
507,Epsilon Care,SkinCalm,doctor_pitch,How should a field medical rep pitch SkinCalm to doctors?,field_support,positive,👍,pitch_clarity
277,Celestia Biologics,HeliClear Kit,evidence_story,What should be included in the scientific story for HeliClear Kit?,field_support,positive,👍,evidence_missing_or_overstated
389,Deltava LifeSciences,JointEase Plus,comparison_language,How should JointEase Plus be positioned against competitor options?,field_support,positive,👍,unsafe_comparison
474,Epsilon Care,AntiBac-CL,safety,What must be avoided when discussing AntiBac-CL?,field_support,positive,👎,safety_gap
168,Bravira Therapeutics,AllerNase,evidence_story,What is the evidence-led story for AllerNase?,field_support,positive,👍,evidence_missing_or_overstated
577,Epsilon Care,,meta_pattern,How can the system detect unsupported claims in Epsilon Care documents?,analyzer_training,negative,👎,analysis_signal
176,Bravira Therapeutics,AllerNase,comparison_language,Give approved comparison language for AllerNase.,field_support,positive,👍,unsafe_comparison
74,Asteron Pharma,GlucoSure XR,safety,List the safety restrictions for GlucoSure XR.,field_support,positive,👍,safety_gap
274,Celestia Biologics,HeliClear Kit,evidence_story,What is the evidence-led story for HeliClear Kit?,field_support,positive,👎,evidence_missing_or_overstated
215,Celestia Biologics,,Which brands does {company} mention?,Which brands does Celestia Biologics mention?,document_retrieval,neutral,👍,none
364,Deltava LifeSciences,Neurova SR,comparison_language,How should Neurova SR be positioned against competitor options?,field_support,positive,👍,unsafe_comparison
380,Deltava LifeSciences,JointEase Plus,evidence_story,What is the evidence-led story for JointEase Plus?,field_support,positive,👍,evidence_missing_or_overstated
167,Bravira Therapeutics,AllerNase,doctor_pitch,How should AllerNase be introduced to a clinician?,field_support,positive,👍,pitch_clarity
374,Deltava LifeSciences,Neurova SR,negative_spots,What kind of answer should be flagged as negative for Neurova SR?,field_support,negative,👍,failure_mode
465,Epsilon Care,AntiBac-CL,evidence_story,Summarize the evidence-based narrative for AntiBac-CL.,field_support,positive,👎,evidence_missing_or_overstated
553,Celestia Biologics,,meta_pattern,How should a rep respond if a doctor asks for comparison with competitors?,analyzer_training,neutral,👎,analysis_signal
547,Bravira Therapeutics,,meta_pattern,How can the system detect unsupported claims in Bravira Therapeutics documents?,analyzer_training,negative,👎,analysis_signal
104,Asteron Pharma,LipiCore 20,negative_spots,What are the likely weak spots for Asteron Pharma content?,field_support,negative,👍,failure_mode
566,Deltava LifeSciences,,meta_pattern,What should the assistant say when asked for off-label use?,analyzer_training,negative,👎,policy_violation
82,Asteron Pharma,LipiCore 20,doctor_pitch,Give the doctor-facing pitch for LipiCore 20.,field_support,positive,👍,pitch_clarity
297,Celestia Biologics,UltraProbiotic,doctor_pitch,Provide a concise doctor call pitch for UltraProbiotic.,field_support,positive,👍,pitch_clarity
234,Celestia Biologics,,Give AI Q&A examples for MR support in {company}.,Give AI Q&A examples for MR support in Celestia Biologics.,document_retrieval,neutral,👎,none
47,Asteron Pharma,CardiVex 10,safety,What are the safety guardrails for CardiVex 10?,field_support,positive,👍,safety_gap
72,Asteron Pharma,GlucoSure XR,safety,What are the safety guardrails for GlucoSure XR?,field_support,positive,👍,safety_gap
197,Bravira Therapeutics,BreatheCalm Duo,evidence_story,Summarize the evidence-based narrative for BreatheCalm Duo.,field_support,positive,👍,evidence_missing_or_overstated
371,Deltava LifeSciences,Neurova SR,negative_spots,Which parts of the document would lead to negative feedback if misused?,field_support,negative,👎,failure_mode
301,Celestia Biologics,UltraProbiotic,evidence_story,How should the assistant explain the evidence for UltraProbiotic?,field_support,positive,👎,evidence_missing_or_overstated
81,Asteron Pharma,GlucoSure XR,negative_spots,What kind of answer should be flagged as negative for GlucoSure XR?,field_support,negative,👎,failure_mode
388,Deltava LifeSciences,JointEase Plus,comparison_language,Give approved comparison language for JointEase Plus.,field_support,positive,👍,unsafe_comparison
128,Bravira Therapeutics,,Give AI Q&A examples for MR support in {company}.,Give AI Q&A examples for MR support in Bravira Therapeutics.,document_retrieval,neutral,👍,none
471,Epsilon Care,AntiBac-CL,safety,What are the safety guardrails for AntiBac-CL?,field_support,positive,👍,safety_gap
45,Asteron Pharma,CardiVex 10,comparison_language,Give approved comparison language for CardiVex 10.,field_support,positive,👍,unsafe_comparison
271,Celestia Biologics,HeliClear Kit,doctor_pitch,What is the doctor-facing message for HeliClear Kit?,field_support,positive,👍,pitch_clarity
353,Deltava LifeSciences,Neurova SR,doctor_pitch,Provide a concise doctor call pitch for Neurova SR.,field_support,positive,👍,pitch_clarity
368,Deltava LifeSciences,Neurova SR,safety,What must be avoided when discussing Neurova SR?,field_support,positive,👍,safety_gap
100,Asteron Pharma,LipiCore 20,safety,What must be avoided when discussing LipiCore 20?,field_support,positive,👍,safety_gap
390,Deltava LifeSciences,JointEase Plus,safety,What are the safety guardrails for JointEase Plus?,field_support,positive,👍,safety_gap
95,Asteron Pharma,LipiCore 20,comparison_language,Give approved comparison language for LipiCore 20.,field_support,positive,👍,unsafe_comparison
574,Epsilon Care,,meta_pattern,What answer should be flagged if it invents trial data for Epsilon Care?,analyzer_training,negative,👎,analysis_signal
345,Deltava LifeSciences,,What RCPA/RAG signals should be tracked for {company}?,What RCPA/RAG signals should be tracked for Deltava LifeSciences?,document_retrieval,neutral,👍,none
221,Celestia Biologics,,What is the comparison logic used in the {company} document?,What is the comparison logic used in the Celestia Biologics document?,document_retrieval,neutral,👎,none
160,Bravira Therapeutics,RespiraX HFA,negative_spots,What are the likely weak spots for Bravira Therapeutics content?,field_support,negative,👍,failure_mode
558,Celestia Biologics,,meta_pattern,What are the likely compliance gaps in this pharma doc?,analyzer_training,negative,👎,analysis_signal
349,Deltava LifeSciences,,How can the model detect weak spots in {company} content?,How can the model detect weak spots in Deltava LifeSciences content?,document_retrieval,neutral,👎,none
571,Epsilon Care,,meta_pattern,Give me the approved messaging for Epsilon Care.,analyzer_training,neutral,👎,analysis_signal
164,Bravira Therapeutics,AllerNase,doctor_pitch,How should a field medical rep pitch AllerNase to doctors?,field_support,positive,👍,pitch_clarity
7,Asteron Pharma,,Summarize the products of {company}.,Summarize the products of Asteron Pharma.,document_retrieval,neutral,👍,none
285,Celestia Biologics,HeliClear Kit,safety,What safety points should the AI assistant mention for HeliClear Kit?,field_support,positive,👍,safety_gap
460,Epsilon Care,AntiBac-CL,doctor_pitch,How should AntiBac-CL be introduced to a clinician?,field_support,positive,👍,pitch_clarity
226,Celestia Biologics,,What is the positioning strategy described in the document?,What is the positioning strategy described in the document?,document_retrieval,neutral,👍,none
430,Epsilon Care,,Give me the products and their uses for {company}.,Give me the products and their uses for Epsilon Care.,document_retrieval,neutral,👍,none
573,Epsilon Care,,meta_pattern,How should a rep respond if a doctor asks for comparison with competitors?,analyzer_training,neutral,👍,analysis_signal
204,Bravira Therapeutics,BreatheCalm Duo,safety,What safety points should the AI assistant mention for BreatheCalm Duo?,field_support,positive,👎,safety_gap
28,Asteron Pharma,,Which negative signals should trigger thumbs down for {company}?,Which negative signals should trigger thumbs down for Asteron Pharma?,document_retrieval,neutral,👍,none
518,Epsilon Care,SkinCalm,comparison_language,What wording should be used versus competitors for SkinCalm?,field_support,positive,👍,unsafe_comparison
239,Celestia Biologics,,What RCPA/RAG signals should be tracked for {company}?,What RCPA/RAG signals should be tracked for Celestia Biologics?,document_retrieval,neutral,👍,none
224,Celestia Biologics,,What is the executive strategy for product positioning in {company}?,What is the executive strategy for product positioning in Celestia Biologics?,document_retrieval,neutral,👍,none
96,Asteron Pharma,LipiCore 20,comparison_language,How should LipiCore 20 be positioned against competitor options?,field_support,positive,👍,unsafe_comparison
31,Asteron Pharma,,How can the model detect weak spots in {company} content?,How can the model detect weak spots in Asteron Pharma content?,document_retrieval,neutral,👎,none
33,Asteron Pharma,CardiVex 10,doctor_pitch,How should a field medical rep pitch CardiVex 10 to doctors?,field_support,positive,👍,pitch_clarity
433,Epsilon Care,,What is the comparison logic used in the {company} document?,What is the comparison logic used in the Epsilon Care document?,document_retrieval,neutral,👍,none
90,Asteron Pharma,LipiCore 20,evidence_story,What should be included in the scientific story for LipiCore 20?,field_support,positive,👍,evidence_missing_or_overstated
559,Celestia Biologics,,meta_pattern,Which document section is most important for safety validation?,analyzer_training,neutral,👎,analysis_signal
105,Asteron Pharma,LipiCore 20,negative_spots,Where can the answer become non-compliant for LipiCore 20?,field_support,negative,👍,failure_mode
143,Bravira Therapeutics,RespiraX HFA,evidence_story,What is the evidence-led story for RespiraX HFA?,field_support,positive,👍,evidence_missing_or_overstated
229,Celestia Biologics,,What is the approval checklist before field deployment?,What is the approval checklist before field deployment?,document_retrieval,neutral,👎,none
251,Celestia Biologics,GastaZen,evidence_story,How should the assistant explain the evidence for GastaZen?,field_support,positive,👍,evidence_missing_or_overstated
282,Celestia Biologics,HeliClear Kit,comparison_language,Give approved comparison language for HeliClear Kit.,field_support,positive,👎,unsafe_comparison
26,Asteron Pharma,,Provide sample doctor support Q&A for {company}.,Provide sample doctor support Q&A for Asteron Pharma.,document_retrieval,neutral,👍,none
115,Bravira Therapeutics,,What is the comparison logic used in the {company} document?,What is the comparison logic used in the Bravira Therapeutics document?,document_retrieval,neutral,👎,none
